#,Tracker,Status,Priority,Subject,Assignee,Updated,Description
20819,Улучшение,Новая,Низкий,"Неактивны ссылки в тексте страницы ""Доставка и оплата""","",05/13/2023 10:12 PM,"*Шаги воспроизведения*
1)Открыть сайт
2)Открыть страницу ""Доставка и оплата"" слева  на хедере или на футере

*Ожидаемый результат:*
В изложении услуг ""Варианты доставки"", абзац ""Украина"" ссылки на сайты кликабельны

*Фактический результат:*
В изложении услуг ""Варианты доставки"", абзац ""Украина"" ссылки на сайты не кликабельны

https://prnt.sc/M4TzEKL_qr4S

"
20818,Ошибка,Новая,Нормальный,Ошибка 500 при попытке оформления заказа с пустой корзиной,Anastasiia Yeromenko,05/13/2023 08:40 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) Добавить один товар в корзину
3) Перейти к оформлению заказа
4) Удалить товар с корзины
5) Ввести информацию пользователя

*Ожидаемый результат:* Высветит ошибка с текстом об отсутствия товара в корзине.
*Фактический результат:* Перебрасывает на страницу с ошибкой 500

https://prnt.sc/cmj6Qo23h8rD
https://prnt.sc/L0iJP21dN1z3"
20817,Ошибка,Новая,Нормальный,Нет выравнивания номеров телефона и логотипа ICQ,Anastasiia Yeromenko,05/13/2023 07:51 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) навести на два номера телефона в хеде сайта

*Ожидаемый результат:* Весь текст находиться друг под другом(выровняты)
*Фактический результат:* Номера телефонов и логотип ICQ не выровняты. Они съехали к краям всплывающей коробки

https://prnt.sc/MPmWl0vc_U6D"
20816,Ошибка,Новая,Нормальный,Отсутствует функция фильтра товаров,Anastasiia Yeromenko,05/13/2023 07:34 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) В Категориях переходим в раздел ""Компьютерная техника""
*
Ожидаемый результат:* Пользователь выбирает фильтры для раздела ""Компьютерная техника"".
*Фактический результат:* Отсутствует функция фильтра для раздела ""Компьютерная техника"".

https://prnt.sc/GZI5HpnJCJts"
20815,Ошибка,Новая,Нормальный,Отсутствует фото товара,Anastasiia Yeromenko,05/13/2023 07:27 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) В поисковике сайта ввести +685276+

*Ожидаемый результат:* На странице товара будет присутствовать вся информация о товаре.
*Фактический результат:* На странице товара отсутствует Фото-карта товара.

https://prnt.sc/imccBYtwptdh"
20814,Ошибка,Новая,Нормальный,В поисковике сайта отображаются не все товары.,Anastasiia Yeromenko,05/13/2023 07:24 PM,"*Шаги воспроизведения:*
1) Открыть сайт

*Ожидаемый результат:* При вводе артикуля +8528+ в поисковике сайта отображаются все возможные товары с данной частью артикуля
*Фактический результат:* При вводе артикуля +8528+ в поисковике сайта отображаются не все возможные товары с данной частью артикуля. К примеру товар +852888+ не отображается в скроле поисковика.

https://prnt.sc/cOzeUEWLFTKM
https://prnt.sc/mYE8aX4jwUqR

"
20813,Ошибка,Новая,Нормальный,"Отображается текст ""не найден товар"" при условии что товар найден",Anastasiia Yeromenko,05/13/2023 07:15 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) В поисковике сайта вводим любой артикуль товара. К примеру +852888+

*Ожидаемый результат:* В поисковике сайта будет при не правильном поиске товара будет высвечиваться текст ""Товары соответствующие Вашему запросу не найдены.""
*Фактический результат:* В поисковике сайта отображается тест ""Товары соответствующие Вашему запросу не найдены."" при условии того что товар отображается. 

https://prnt.sc/URUPUTjcO2IU"
20812,Ошибка,Новая,Высокий,Отсутствует функция регистрации,Anastasiia Yeromenko,05/13/2023 07:00 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) С права сверху в хеде навести на иконку пользователя и выбрать ""Регистрация""

*Ожидаемый результат:* Пользователь регистрируется на сайте  
*Фактический результат:* Пользователь не может зарегистрироваться из-за отсутствия функции регистрации

https://prnt.sc/Uk95txyzcSAb"
20811,Ошибка,Новая,Нормальный,Отсутствует ценник товара.,Anastasiia Yeromenko,05/13/2023 06:54 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) В поисковике сайта ввести артикуль товара +788698+

*Ожидаемый результат:* С правой части от описания товара будет ценник над кнопкой ""Купить"".
*Фактический результат:* С правой части от описания товара отсутствует ценник над кнопкой ""Купить"".

https://prnt.sc/H7B9VW_zriyR
"
20807,Ошибка,Новая,Высокий,Сбой работы сайта при попытке оформить заказ с некорректно введённым форматом телефона,Haroot Gezalian,05/13/2023 03:56 PM,"*Шаги воспроизведения:*
1)Открыть сайт
2)Выбрать товар
3)Нажать ""Купить""
4)В графе ""Ваш номер телефона"" ввести десять символов ""9""
5)Нажать ""Отправить заказ""

*Ожидаемый результат:* Отказ принятия введенных данных системой,предупреждение о некорректности введенных данных.

*Фактический результат:* Сбой работы сайта
"
20806,Ошибка,Новая,Низкий,"Сбой свертывания открывающихся элементов ""Способ доставки"" и ""Способо оплаты"" при нажатии поинтером на нейтральной зоне с права",Haroot Gezalian,05/13/2023 03:47 PM,"*Шаги воспроизведения:*
1)Открыть сайт
2)Выбрать товар
3)Нажать ""Купить""
4)Выбрать один из двух элементов ""Способ доставки"" и ""Способо оплаты""
5)Кликнуть поинтером на нейтральной зоне на белом фоне справа от выбранных элементов

*Ожидаемый результат:* Свертывание открывающихся элементов при нажатии на нейтральную зону в любой части сайта 

*Фактический результат:* Отсутствие свёртывания открывающихся элементов при нажатии на нейтральную зону справа от выбранных элементов
В других частях нейтральной зоны,к примеру снизу или сверху,при нажатии на нейтральную зону на белом фоне происходит свертывание єлементов


"
20805,Ошибка,Новая,Высокий,Сбой развертывания описания товара,Haroot Gezalian,05/13/2023 03:30 PM,"*Шаги воспроизведения:*
1)Открыть сайт
2)Выбрать товар в любом разделе или на стартововй странице 
3)Прокрутить страницу с товаром вниз до нижнего блока с описанием товара
4)Нажать ""Показать описание""

*Ожидаемый результат:*Развертывание полного описания товара

*Фактический результат:* При нажатии ""Показать описание"" сбой развертывания описания товара

https://i.gyazo.com/909448131b5471507d03795972589e07.png"
20804,Ошибка,Новая,Низкий,Появление нерабочих разделов в каталоге товаров на украинском языке,Haroot Gezalian,05/13/2023 03:23 PM,"*Шаги воспроизведения:*
1)Открыть сайт
2)Перейти на украинскую версию сайта
3)Выбрать один из двух новых появившихся разделов в каталоге товаров (""Корм для тварин"" или ""Приємні дрібниці"") 

*Ожидаемый результат:* Идентичное количество рабочих разделов каталога товаров на всех языка

*Фактический результат:* При переходе на украинскую версию сайта в каталоге товаров появляются два новых раздела ""Корм для тварин"" и ""Приємні дрибниці"",оба раздела не рабочих,при нажатии на данные разделы нет результативных действий

https://i.gyazo.com/855b0ed41c84a349082dd9e811062ddb.png"
20803,Ошибка,Новая,Низкий,Смена расположения функициональных конопок переключения языка,Haroot Gezalian,05/13/2023 03:14 PM,"*Шаги воспроизведения:*
1)Открыть сайт
2)Перейти в любой раздел каталога товаров кроме ""Спецпредложение""

*Ожидаемый результат:* Идентичное расположение кнопок переключения языка во всех разделах сайта. 

*Фактический результат:*
При переходе в любой раздел каталога товаров кроме ""Спецпредложение"",горизонтальное расположение кнопок переключения языка сменяется на вертикальное расположение.

https://i.gyazo.com/78734ce21ddeb470a3c3a2029de31405.png

https://i.gyazo.com/0df67e8844d675ac00e2d2f5ed4a05cc.png"
20802,Ошибка,Новая,Высокий,"Сбой работы функциональности ""Корзина""",Haroot Gezalian,05/13/2023 03:04 PM,"*Шаги воспроизведения:*
1)Открыть сайт
2)Выбрать язык ""Украинский"" в правом углу в хедере
3)Прокрутить страницу вниз до раздела ""Спецпропозиція""
4)В разделе ""Спецпропозиція"" выбрать товар (желательно холодильник)
5)Нажать ""Купить"" на выбранном товаре
6)Автоматический переход в корзину
7)Вернуться на стартовую страницу,так как корзина пуста
8)Выбрать язык ""Русский""
9)В правом углу в хедере нажать на значок ""Корзина"" для отображения товара

*Ожидаемый результат:*Исправная функциональность корзины на всех языка и во всех разделах

*Фактический результат:*

Невозможность добавить выбранный товар в корзину на украинском языке на стартовой странице в разделе ""Спецпропозиція"" в среднем блоке.
После добавления товара в указанном разделе на украинском языке,корзина пуста.При возвращении на стартовую страницу,возле значка ""Корзина"" количество добавленного товара отображает ноль,однако при переходе на русскую версию в правом углу в хедере отображает количество добавленного товара возле значка ""Корзина"",при попытке нажать на значок корзины для отображения товара,корзина не реагирует,при повторном переходе на украинский язык отображаемое количество товара заново становится ноль.


https://i.gyazo.com/f0cb446be9b66be0a3661a41321e9095.png

https://i.gyazo.com/d960d1f5ac93d47efe9a717472421ade.png

https://i.gyazo.com/9e7cd5bba70ae9f224ba450c6a452987.png

https://i.gyazo.com/82ba9ce7098d62674cf0134b5f05c7bb.png"
20801,Ошибка,Новая,Нормальный,Отсутствие смены языка для окна сервисной поддержки,Haroot Gezalian,05/13/2023 02:20 PM,"*Шаги воспроизведения:*
1)Открыть сайт
2)Выбрать язык сайта ""Русский"" в правом углу в хедере

*Ожидаемый результат:* Смена языка для всех компонентов сайта

*Фактический результат:* Отсутствие смены языка для окна сервисной поддержки

https://i.gyazo.com/87dbc47436fcacf19e3428ea0bbba2f7.png"
20792,Ошибка,Новая,Нормальный,Невозможно сравнивать товары на открытой странице товара,Виктор Войтенко,05/12/2023 08:53 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) Зайти на страницу любого товара
3) Нажать на ""Сравнить""


*Ожидаемый результат:* Откроется страница с похожими товарами и можно будет сравнить цены
*Фактический результат:* Ничего не происходит"
20791,Ошибка,Новая,Высокий,"Не работает функциональность ""Рассказать друзьям"" ","",05/12/2023 08:50 PM,"1) Открыть сайт
2) Навести курсор на кнопку ""Рассказать друзьям""
 Ожидаемый результат:Выделение функциональной кнопки при наведении
 Фактический результат:Отсутсвует выделение функциональной кнопки"
20790,Ошибка,Новая,Высокий,"Раздел ""ПЕРЕГЛЯНУТІ ТОВАРИ"" на украинской версии сайта не отображает просмотренные товары",Олександр Артьомов,05/12/2023 08:47 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) Выбрать украинскую локализацию сайта
3) Просмотреть несколько товаров
4) Зайти в раздел ""ПЕРЕГЛЯНУТІ ТОВАРИ""

*Ожидаемый результат:* Раздел ""ПЕРЕГЛЯНУТІ ТОВАРИ"" на украинской версии сайта отображает просмотренные товары
*Фактический результат:* Раздел ""ПЕРЕГЛЯНУТІ ТОВАРИ"" на украинской версии сайта *не* отображает просмотренные товары"
20789,Ошибка,Новая,Высокий, функция корзина не отвечает,Андрей Крицкий,05/12/2023 08:46 PM,"1) *Открыть сайт*
*Ожидаемый результат:*
Функциональность ""Корзина"" присутствует
*фактический результат:* не переходит в корзину"
20788,Ошибка,Новая,Нормальный,"В Русской версии сайта ""Рекламный банер"" в Хедере на Украинском языке",Алина  Качуривская  ,05/12/2023 08:44 PM,"*Шаги воспроизведения:*
1) Открыть сайт

*Ожидаемый результат:* В Русской версии сайта ""Рекламный банер"" Хедере на русском языке"".
*Фактический результат:* В Русской версии сайта ""Рекламный банер"" в Хедере на Украинском языке."
20787,Ошибка,Новая,Низкий,"При переходе на укр.язык  текст ""Варианты доставки"" в вкладке ""доставка та оплата"" не переводится",Олександр Артьомов,05/12/2023 08:43 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) Выбрать украинский язык (при включённой русской версии сайта)
3) Перейти в раздел ""доставка та оплата""


*Ожидаемый результат:* при переходе на укр.язык  текст ""Варианты доставки""  в разделе """"доставка та оплата"" переводится
*Фактический результат:* при переходе на укр.язык  текст ""Варианты доставки""  в разделе """"доставка та оплата"" *не* переводится"
20786,Ошибка,Новая,Высокий,использование  русского и украинского языка одновременно в футоре,Яна Дехтяренко,05/12/2023 08:43 PM,"
*Шаги воспроизведения*
1. Зайти на сайт
2. Нажать кнопку ""Раскрыть текст""

*Ожидаемый результат* : использование  украинского языка при переходе на украинский язык в тексте 
*Фактический результат* : использование  русского и украинского языка одновременно в футоре"
20785,Ошибка,Новая,Нормальный,"Отсутствует функциональности ""Скрыть-свернуть всплывающее окно сервисной поддержки""",Haroot Gezalian,05/12/2023 08:42 PM,"*Шаги воспроизведения:*
1)Открыть окно

*Ожидаемый результат:* Присутствие функциональности ""Скрыть-свернуть всплывающее окно сервисной поддержки""

*Фактический результат:* Отсутствует функциональности ""Скрыть-свернуть всплывающее окно сервисной поддержки"" 
"
20784,Ошибка,Новая,Нормальный,"Ошибка выделения ссылок товара в разделе ""Категории""",Anastasiia Yeromenko,05/12/2023 08:41 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) Перейти в ""Спецпредложения"" 

*Ожидаемый результат:* Ссылки на товар в ""Категории"" в Бади отображаются одинаково для каждой ссылки.
*Фактический результат:* Некоторые ссылки на товар в ""Категории"" в Бади сопровождаться нижним жирным подчеркиванием. 

http://skrinshoter.ru/p/120523/rcEX3K"
20783,Ошибка,Новая,Нормальный,"Отсутствует функциональность выбора фильтров в ""Фильтры"" в хедере",Виктор Войтенко,05/12/2023 08:41 PM,"Шаги воспроизведения:
1) Открыть сайт
2) Открыть любую вкладку каталога
3) обратить внимание на функциональность ""Каталог товаров""

Ожидаемый результат: Присутствует иконки и функциональность ""Фильтры""
Фактический результат: Отсутствует иконки и функциональность в ""Фильтры"""
20782,Ошибка,Новая,Низкий,Виртуальные кнопки UA\RU расположены не в одной строке,"",05/12/2023 08:39 PM,"*Шаги воспроизведения*
1)Открыть сайт

*Ожидаемый результат:*
Виртуальные кнопки UA\RU выбора языка находятся на одной строке справа на хедере

*Фактический результат:*
Виртуальная кнопка выбора языка UA находится над кнопкой RU "
20781,Ошибка,Новая,Нормальный,"Отсутствует ссылка ""поделиться с друзьями"" ",Катерина Пелех,05/12/2023 08:39 PM,"*Шаги воспроизведения* :
1) Открыть сайт

*Ожидаемый результат* : присутствует ссылка ""поделиться с друзьями"" 
*Фактический результат* : отсутствует ссылка ""поделиться с друзьями"" "
20780,Ошибка,Новая,Низкий,В українській версії сайту відсутній переклад груп товарів у каталозі,Сергій Колесник,05/12/2023 08:38 PM,"*Алгоритм дій:*
1) Відкрити сайт

*Очікуваний результат:* Групи товарів у каталозі мають бути перекладені згідно обраної локалізації
*Фактичний результат:* В українській версії сайту відсутній переклад груп товарів у каталозі

"
20779,Ошибка,Новая,Нормальный,При указании мин. ценовой категории опредеделенной суммы функция не срабатывает,Михаил Григорьев,05/12/2023 08:38 PM,"*Шаги воспроизведения*
1. Открыть сайт
2.Ввести мин. ценовую категорию.

*Ожидаемый результат*
При введении определенной мин. суммы предлагаемые товары будут отталкиватся от этой суммы

*Фактический резултат*
При указании мин. ценовой категории опредеделенной суммы функция не срабатывает

*Link*
https://gyazo.com/b87e5c2ef9a14124f463176351bd2d72"
20778,Ошибка,Новая,Нормальный,"Ошибка гугл-карт в разделе ""контакты""",Олександр Артьомов,05/12/2023 08:37 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) Перейти в раздел контакты справа с хедере

*Ожидаемый результат:*  гугл-карты в разделе ""контакты"" работает исправно
*Фактический результат:* гугл-карты в разделе ""контакты""  не работает"
20777,Ошибка,Новая,Высокий,"не запускается функционал ""Регистрация""","",05/12/2023 08:37 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) перейти в всплывающие меню регистрация справа.

*Ожидаемый результат* : функционал  "" *Регистрация* ""  присутствует
*Фактический результат* : Отсутствует функционал "" *Регистрация* ""  

"
20776,Ошибка,Новая,Нормальный,Слева в хедере окно с контактами после открытия закрывается с второго раза,Христина Шкільна,05/12/2023 08:36 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) Нажать на кнопку открытия контактов
3) Нажать на кнопку закрытия контактов

*Ожидаемый результат:* окно с контактами в хедере слева закрывается сразу при нажатии на кнопку
Фактический результат: окно с контактами в хедере слева после открытия закрывается с второго раза"
20775,Ошибка,Новая,Нормальный,"Отсутствует способ поделится в разделе ""Рассказать друзьям"" в футере",Виктор Войтенко,05/12/2023 08:35 PM,"*Шаги воспроизведения:*
1) Открыть сайт
2) пролистать вниз до окончания каталога

*Ожидаемый результат:* Присутствуют несколько вариантов в разделе ""рассказать друзьям"" в футере
*Фактический результат:* Отсутствует способ поделится в разделе ""Рассказать друзьям"" в футере"
20774,Ошибка,Новая,Низкий,"Не работает функциональность ""Рассказать друзьям""",Haroot Gezalian,05/12/2023 08:34 PM,"*Шаги воспроизведения:*
1)Открыть сайт
2)Прокрутить страницу вниз

*Ожидаемый результат:* Выделение функциональной кнопки при наведении поинтера

*Фактический результат:* Отсутствует выделение кнопки для работы с функциональностью

https://gyazo.com/2438d63396736bdbd9bda4e5a7d6a4bc
"
20773,Ошибка,Новая,Низкий,"Фон кнопки (логотипа) ""Roznica"" на заглавной странице не одного цвета с хедером ",Олександр Артьомов,05/12/2023 08:33 PM,"*Шаги воспроизведения:*
1) Открыть сайт

*Ожидаемый результат:*  фон кнопки (логотипа) ""Roznica"" на заглавной странице одного цвета с хедером 
*Фактический результат:* Фон кнопки (логотипа) ""Roznica"" на заглавной странице не одного цвета с хедером "
20772,Ошибка,Новая,Срочный,Отсутствует кнопка корзины в правой части Хедера,Лилия Вегнер ,05/12/2023 08:32 PM,"Шаги воспроизведения:
1.Открыть главную страницу сайта 
2.Обратить внимание на хедер 
 
Ожидаемый результат : в правом вверхнем углу хедера присутствует кнопка корзины
Актуальный результат: отсутствует кнопка корзины "
20771,Ошибка,Новая,Высокий,В ХЕДЕРЕ СПРАВА ОТСУТСТВУЕТ ФУНКЦИОНАЛЬНОСТЬ КОРЗИНА,"",05/12/2023 08:25 PM,"1) Открыть сайт
2) Фактический результат отсуствует функциональность корзина
3) Ожидаемый результат присутствует функциональность корзина"
20770,Ошибка,Новая,Низкий,"Отсутствует значок рядом с ""Чат с ROZETKA"" слева в футере",Михаил Григорьев,05/12/2023 08:25 PM,"*Шаги воспроизведения*
1.Открыть сайт

*Ожидаемый результат*
значок рядом с ""Чат с ROZETKA"" слева в футере присутствует

*Фактический результат*
Отсутствует значок рядом с ""Чат с ROZETKA"" слева в футере

*Link*
https://gyazo.com/c04380d37e1ef77b57ed3b0460009108"
20769,Ошибка,Новая,Нормальный,Отсутствует рекламный баннер в хедере,Христина Шкільна,05/12/2023 08:22 PM,"*Шаги воспроизведения:*
1) Открыть сайт

*Ожидаемый результат:* присутсвтует рекламный баннер в хедере
*Фактический результат:* отсутсвует рекламный баннер в хедере"
20768,Ошибка,Новая,Нормальный,Отсутствует функционал <корзина> в хєдере.,Дмитрий Радишевский,05/12/2023 08:19 PM,В хєдере за функционалом персонализации должен быть функционал корзина.
20767,Ошибка,Новая,Высокий,"Отсутствует кнопка ""Корзина"" в Хедере справа.",Алина  Качуривская  ,05/12/2023 08:19 PM,"*Шаги воспроизведения:*
1) Открыть сайт

*Ожидаемый результат:* Кнопка ""Корзина"" присутствует в Хедере справа.
*Фактический результат:* Отсутствует кнопка ""Корзина"" в Хедере справа."
20766,Ошибка,Новая,Высокий,"Отсутсвует кнопка функциональности ""Корзина"" в хедере","",05/12/2023 08:18 PM,"*Шаги воспроизведения*
1)Открыть сайт

*Ожидаемый результат:*
Функциональность ""Корзина"" в хедере присутствует

*Фактический результат:*
Кнопка функциональности ""Корзина"" в хедере отсутствует"
20765,Ошибка,Новая,Высокий,отсутствует кнопка корзина в хедере,Яна Дехтяренко,05/12/2023 08:17 PM,"
1. *Зайти на сайт*

*Ожидаемый результат* : кнопка корзина в хедере
*Фактический результат* :  отсутствует кнопка корзина в хедере"
20764,Ошибка,Новая,Нормальный,"Отсутствует кнопка ""Корзина"" в Хедаре",Anastasiia Yeromenko,05/12/2023 08:13 PM,"*Шаги воспроизведения:*
1) Открыть сайт

*Ожидаемый результат:* кнопка ""Корзина"" находиться справа от выбора языка
*Фактический результат:* Отсутствует кнопка ""Корзина"" справа от выбора языка

http://skrinshoter.ru/p/120523/NDrhml"
20763,Ошибка,Новая,Высокий,"Отсутствует кнопка ""Корзина"" возле логотипа в хедере","",05/12/2023 08:13 PM,"*Шаги воспроизведения:*
1) Открыть сайт

*Ожидаемый результат* : кнопка "" *Корзина* ""  в хедере присутствует
*Фактический результат* : Отсутствует кнопка "" *Корзина* ""  в хедере
"
20762,Ошибка,Новая,Высокий,"Відсутність кнопки ""корзина""",Сергій Колесник,05/12/2023 08:13 PM,"*Алгоритм дій*:
1) Відкрити сайт

*Очікуваний результат:* Має бути кнопка ""корзина""
*Фактичний результат:* Відсутність кнопки ""корзина"""
20761,Ошибка,Новая,Высокий,отсутствует кнопка корзина в хедере,Яна Дехтяренко,05/12/2023 08:12 PM,"
1. *Зайти на сайт*"
20760,Ошибка,Новая,Высокий,"Отсутствует функциональность ""корзина"" в хедере",Катерина Пелех,05/12/2023 08:11 PM,"**Шаги воспроизведения:**
1.Открыть сайт

**Ожидаемый результат:**
Присутствует функциональность ""корзина"" в хедере
**Фактический результат:**
Отсутствует функциональность ""корзина"" в хедере
"
20759,Ошибка,Новая,Высокий,"Отсутствует функциональность ""Kорзина"" в хедоре ",Михаил Григорьев,05/12/2023 08:11 PM,"*Шаги воспроизведения*
1. Открыть сайт

*Ожидаемый результат*
Функциональность ""Kорзина"" в хедоре присутствует

*Фактический результат*
Отсутствует функциональность ""Kорзина"" в хедоре "
20758,Ошибка,Новая,Высокий,"Отсутствует кнопка функциональности ""Корзина"" в хедере",Виктор Войтенко,05/12/2023 08:09 PM,"*Шаги воспроизведения*
1)Открыть сайт

*Ожидаемый результат:*
Функциональность ""Корзина"" в хедере

*Фактический результат:*
Отсутствует кнопка функциональности ""Корзина"" в хедере"
20757,Ошибка,Новая,Высокий,"Отсутствует кнопа ""Корзина"" в хедере",Pavel Gerashenco,05/12/2023 08:09 PM,"*Шаги воспроизведения:*
1) Открыть сайт

*Ожидаемый результат:* кнопка ""Корзина"" в хедере присутствует
*Фактический результат:* Отсутствует кнопка ""Корзина"" в хедере"
20756,Ошибка,Новая,Высокий,"отсутствует функциональность ""корзина"" в хедере",Олександр Артьомов,05/12/2023 08:08 PM,"*Шаги воспроизведения:*
1) Открыть сайт

*Ожидаемый результат:*  функциональность ""корзина"" в хедере присутствует
*Фактический результат:* Отсутствует функциональность ""корзина"" в хедере"
20755,Ошибка,Новая,Высокий,"Отсутствует функциональность ""Добавление в корзину"" в хедере справа",Христина Шкільна,05/12/2023 08:08 PM,"*Шаги воспроизведения:
 1) Открыть сайт

*Ожидаемый результат:* функциональность ""Добавление в корзину"" в хедере справа
*Фактический результат:* отсутсвует функциональность ""Добавление в корзину"" в хедере справа"
20754,Ошибка,Новая,Высокий,"Отсутствует ""Рекламная строка"" в Хедере  над поисковой строкой.",Алина  Качуривская  ,05/12/2023 08:08 PM,"*Шаги воспроизведения:*
1) Открыть сайт

*Ожидаемый результат:* Наличие ""Рекламной строки"" в Хедере  над поисковой строкой.
*Фактический результат:* Отсутствует ""Рекламная строка"" в Хедере  над поисковой строкой."
20753,Ошибка,Новая,Нормальный,Отсутствует банер скидки в хедаре сайта  ,Anastasiia Yeromenko,05/12/2023 08:06 PM,"*Шаги воспроизведения:*
1) Открыть сайт

*Ожидаемый результат:* В хедаре сайта отображается банер со скидка ко дню матери
*Фактический результат:* В хедаре сайта отсутсвует банер со скидкой ко дню матери

http://skrinshoter.ru/p/120523/XLkjyE"
20752,Ошибка,Новая,Высокий,"Отсутствует функциональность ""распродажа ко дню матери"" в хедере",Олександр Артьомов,05/12/2023 08:06 PM,"*Шаги воспроизведения:*
1) Открыть сайт

*Ожидаемый результат:* функциональность ""распродажа ко дню матери"" в хедере присутствует
*Фактический результат:* Отсутствует функциональность ""распродажа ко дню матери"" в хедере"
20751,Ошибка,Новая,Срочный,"Отсутсвует кнопка функциональности ""Корзина"" в хедере",Haroot Gezalian,05/12/2023 08:04 PM,"*Шаги воспроизведения*
1)Открыть сайт

*Ожидаемый результат:*
Функциональность ""Корзина"" в хедере

*Фактический результат:*
Отсутсвует кнопка функциональности ""Корзина"" в хедере"
20750,Ошибка,Новая,Нормальный,Отсутствует  в хедере,"",05/12/2023 08:03 PM,""
20749,Ошибка,Новая,Высокий,В строке поиск отсутствует функциональность микрофон,"",05/12/2023 08:00 PM,"1) открыть сайт
фактический результат не работает микрофон
ожидаемый фактический результат в строке поиск работает микрофон"
20748,Ошибка,Новая,Высокий,отсутствует функционал  кнопка микрофон в хедере,Яна Дехтяренко,05/12/2023 08:00 PM,"
1) *Открыть сайт*"
20747,Ошибка,Новая,Нормальный,Отсутствует функциональность голосового набора с права в хедере,Михаил Григорьев,05/12/2023 07:57 PM,"+Шаги воспроизведения+
1. Открыть сайт

+Ожидаемый результат+
1.Функциональность голосового набора с права в хедере присутствует

+Фактический результат+
1.Отсутствует функциональность голосового набора с права в хедере
"
20746,Ошибка,Новая,Нормальный,Отсутствует кнопка  микрофона в строке поиска ,Лилия Вегнер ,05/12/2023 07:57 PM,Отсутствует  кнопка  функционал голосовой вход хедер
20745,Ошибка,Новая,Высокий,Баг,Андрей Крицкий,05/12/2023 07:51 PM,"*отсуствие микрафона в логотипе в хедере*

"
20744,Ошибка,Новая,Низкий,Отсутствует функционал голосовой ввод в хэдере,Дмитрий Радишевский,05/12/2023 07:50 PM,1. Отсутствует функционал голосовой ввод  в хєдере                                                                                               
20743,Ошибка,Новая,Нормальный,"Отсутствуе функциональность ""Микрофон"" в строке поиска в хедере",Haroot Gezalian,05/12/2023 07:46 PM,"*Шаги воспроизведения:*
1)Открыть сайт

*Ожидаемый результат:* Функциональность ""Микрофон"" в строке поиска в хедере
*Фактический результат* Отсутствуе функциональность ""Микрофон"" в строке поиска в хедере"
20742,Ошибка,Новая,Высокий,"Отсутствует фунцеональность ""голосовой поиск"" в хедере","",05/12/2023 07:44 PM,"Шаги воспроизведения:
1) Открыть сайт

Ожидаемый результат: фунцеональность ""голосовой поиск"" в хедере присутствует
Фактический результат: Отсутствует фунцеональность ""голосовой поиск"" в хедере"
20741,Ошибка,Новая,Высокий,"Отсутствует строка. ""поиск""    в хедере","",05/12/2023 07:44 PM,"Шаги воспроизведения:
1) Открыть сайт

Ожидаемый результат: кнопка ""строка поиска""  в хедере присутствует
Фактический результат: Отсутствует кнопка ""строка поиска"" в хедере
"
20739,Ошибка,Новая,Нормальный,"Отсутствует функционал ""Микрофон"" в поисковой строке в хедере",Виктор Войтенко,05/12/2023 07:43 PM,"Шаги воспроизведения:
1) Открыть сайт

Ожидаемый результат: Функционал ""Микрофон"" в правой части в поисковой строке в хедере
Фактический результат: Отсутствует функционал ""Микрофон"" в поисковой строке в хедере"
20738,Ошибка,Новая,Высокий,"отсутствует функциональность ""микрофон"" в строке поиска в хедере",Катерина Пелех,05/12/2023 07:43 PM,"*Шаги воспроизведения:*
1.Открыть сайт


*Ожидаемый результат:*
присутствует функциональность ""микрофон"" в строке поиска в хедере"
